timestamp,fuente,nombre,precio_compra,precio_venta,moneda,fecha_actualizacion
2025-11-16 20:23:00.359803,DolarAPI,Oficial,1375.0,1425.0,USD,2025-11-14T17:00:00.000Z
2025-11-16 20:23:00.359822,DolarAPI,Blue,1410.0,1430.0,USD,2025-11-16T20:59:00.000Z
2025-11-16 20:23:00.359831,DolarAPI,Bolsa,1450.5,1456.1,USD,2025-11-16T20:59:00.000Z
2025-11-16 20:23:00.359847,DolarAPI,Contado con liquidación,1484.4,1485.5,USD,2025-11-16T20:59:00.000Z
2025-11-16 20:23:00.359853,DolarAPI,Mayorista,1394.0,1403.0,USD,2025-11-14T16:05:00.000Z
2025-11-16 20:23:00.359864,DolarAPI,Cripto,1514.0,1520.0,USD,2025-11-16T20:59:00.000Z
2025-11-16 20:23:00.359872,DolarAPI,Tarjeta,1787.5,1852.5,USD,2025-11-14T17:00:00.000Z
