timestamp,fuente,categoria,nombre,marca,precio_min,precio_max,precio,presentacion,ean,sucursales_disponibles,lat,lng
2025-11-16 20:25:44.006651,PreciosClaros,leche,Acondicionador Coco y Leche Eco-Pack Algabo 930 Ml,ALGABO,2875.0,2875.0,2875.0,930.0 ml,7791274199486,1,-34.6037,-58.3816
2025-11-16 20:25:44.006671,PreciosClaros,leche,Alfajor Blanco Mini Dulce de Leche Jorgito 6 Un 155 Gr,JORGITO,3289.99,3289.99,3289.99,155.0 gr,7790957000538,2,-34.6037,-58.3816
2025-11-16 20:25:44.006681,PreciosClaros,leche,Alfajor con Dulce de Leche Vauquita 80 Gr,VAUQUITA,1380.0,1380.0,1380.0,80.0 gr,7798138290167,2,-34.6037,-58.3816
2025-11-16 20:25:44.006688,PreciosClaros,leche,Alfajor de Arroz Dulce de Leche Chocoarroz 22 Gr,CHOCOARROZ,1139.0,1400.0,1139.0,22.0 gr,7790070418203,14,-34.6037,-58.3816
2025-11-16 20:25:44.006695,PreciosClaros,leche,Alfajor de Dulce de Leche Happy Food 3 Un 50 Gr,HAPPY FOOD,3839.0,3955.0,3839.0,50.0 gr,7798308250069,6,-34.6037,-58.3816
2025-11-16 20:25:44.006712,PreciosClaros,leche,Alfajor de Dulce de Leche Sol Serrano 40 Gr,SOL SERRANO,455.0,496.0,455.0,40.0 gr,7794903232417,2,-34.6037,-58.3816
2025-11-16 20:25:44.006719,PreciosClaros,leche,Alfajor Dulce de Leche Chocoarroz 6 Un 22 Gr,CHOCOARROZ,7195.0,7195.0,7195.0,22.0 gr,7790070418227,3,-34.6037,-58.3816
2025-11-16 20:25:44.006724,PreciosClaros,leche,Alfajor Dulce de Leche Milka Oreo 61 Gr,OREO,1975.0,1980.0,1975.0,61.0 gr,7622300835620,3,-34.6037,-58.3816
2025-11-16 20:25:44.006731,PreciosClaros,leche,Alfajor Dulce de Leche sin TACC Yuka 6 Un,YUKA,5950.0,5950.0,5950.0,6.0 un,7794903232493,2,-34.6037,-58.3816
2025-11-16 20:25:44.006737,PreciosClaros,leche,Alfajor Glaseado con Dulce de Leche Rscolar Vimar 28 Gr,VIMAR,275.0,275.0,275.0,28.0 gr,0000077958259,2,-34.6037,-58.3816
2025-11-16 20:25:44.006743,PreciosClaros,leche,Alfajor Junior Blanco Extra Dulce de Leche Vauquita 55 Gr,VAUQUITA,929.99,929.99,929.99,55.0 gr,7798138290723,2,-34.6037,-58.3816
2025-11-16 20:25:44.006749,PreciosClaros,leche,Alfajor Mini de Chocolate Relleno de Dulce de Leche Jorgito 160 Gr,JORGITO,3289.99,3289.99,3289.99,160.0 gr,7790957000033,2,-34.6037,-58.3816
2025-11-16 20:25:44.006755,PreciosClaros,leche,Alfajor Mousse Leche Milka 42 Gr,MILKA,1409.0,1409.0,1409.0,42.0 gr,7622300759506,1,-34.6037,-58.3816
